Yarn,Supplier,Description,Color,Monday Inventory,Total Demand,Total Receipt,Balance,Past Due Receipts,,Demand This Week,Receipts This Week,Balance This Week,,Demand Week 36,Receipts Week 36,Balance Week 36,,Demand Week 37,Receipts Week 37,Balance Week 37,,Demand Week 38,Receipts Week 38,Balance Week 38,,Demand Week 39,Receipts Week 39,Balance Week 39,,Demand Week 40,Receipts Week 40,Balance Week 40,,Demand Week 41,Receipts Week 41,Balance Week 41,,Demand Week 42,Receipts Week 42,Balance Week 42,,Demand Week 43,Receipts Week 43,Balance Week 43,,Demand Later,Receipts Later,Balance Later
18293,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester MAR ROYAL 4015-01240 ,MAR ROYAL,51.7,"1,428.0","1,680.0",303.7,840.0,,162.2,840.0,729.5,,254.9,0.0,474.6,,509.7,0.0,-35.1,,297.0,0.0,-332.0,,204.3,0.0,-536.3,,0.0,0.0,-536.3,,0.0,0.0,-536.3,,0.0,0.0,-536.3,,0.0,0.0,-536.3,,0.0,0.0,-536.3
18811,COAT,26/1 100% Nomex Freedom Sage ,Freedom Sage,755.0,1.6,0.0,753.4,0.0,,1.6,0.0,753.4,,0.0,0.0,753.4,,0.0,0.0,753.4,,0.0,0.0,753.4,,0.0,0.0,753.4,,0.0,0.0,753.4,,0.0,0.0,753.4,,0.0,0.0,753.4,,0.0,0.0,753.4,,0.0,0.0,753.4
18419,UNIFI,1/70/34 100% Nylon Tan 5902P ,Tan,828.8,0.0,0.0,828.8,0.0,,0.0,0.0,828.8,,0.0,0.0,828.8,,0.0,0.0,828.8,,0.0,0.0,828.8,,0.0,0.0,828.8,,0.0,0.0,828.8,,0.0,0.0,828.8,,0.0,0.0,828.8,,0.0,0.0,828.8,,0.0,0.0,828.8
18645,BUHLER QUALITY YARNS CORP,24/1 85/15 Modacrylic/Tencel Natural MVS,Natural,"3,081.5","2,283.9","7,171.1","7,968.7","7,171.1",,"2,248.9",0.0,832.6,,35.0,0.0,797.6,,0.0,0.0,797.6,,0.0,0.0,797.6,,0.0,0.0,797.6,,0.0,0.0,797.6,,0.0,0.0,797.6,,0.0,0.0,797.6,,0.0,0.0,797.6,,0.0,0.0,797.6
19069,FILSPEC Yarns,46/1 100% Nomex Natural S RS,Natural,"1,511.3","1,065.4",0.0,445.9,0.0,,666.2,0.0,845.1,,399.2,0.0,445.9,,0.0,0.0,445.9,,0.0,0.0,445.9,,0.0,0.0,445.9,,0.0,0.0,445.9,,0.0,0.0,445.9,,0.0,0.0,445.9,,0.0,0.0,445.9,,0.0,0.0,445.9
18861,HILL SPINNING MILL,24/1 100% Combed Cotton Natural RS,Natural,885.9,0.0,0.0,885.9,0.0,,0.0,0.0,885.9,,0.0,0.0,885.9,,0.0,0.0,885.9,,0.0,0.0,885.9,,0.0,0.0,885.9,,0.0,0.0,885.9,,0.0,0.0,885.9,,0.0,0.0,885.9,,0.0,0.0,885.9,,0.0,0.0,885.9
18732,COAT,30/1 50/30/20 Modacrylic/Tencel/Para Aramid Grey Protex C - A100 - Kolon para aramid RS,Grey,893.7,0.3,0.0,893.4,0.0,,0.3,0.0,893.4,,0.0,0.0,893.4,,0.0,0.0,893.4,,0.0,0.0,893.4,,0.0,0.0,893.4,,0.0,0.0,893.4,,0.0,0.0,893.4,,0.0,0.0,893.4,,0.0,0.0,893.4,,0.0,0.0,893.4
18774,PARKDALE YARN MILLS,28/1 78/22 Modacrylic/Rayon Natural MVS,Natural,"1,448.4","1,051.8",0.0,396.6,0.0,,544.9,0.0,903.5,,506.9,0.0,396.6,,0.0,0.0,396.6,,0.0,0.0,396.6,,0.0,0.0,396.6,,0.0,0.0,396.6,,0.0,0.0,396.6,,0.0,0.0,396.6,,0.0,0.0,396.6,,0.0,0.0,396.6
19070,FILSPEC Yarns,46/1 100% Nomex Natural Z RS,Natural,"1,570.7","1,065.4",0.0,505.3,0.0,,666.2,0.0,904.5,,399.2,0.0,505.3,,0.0,0.0,505.3,,0.0,0.0,505.3,,0.0,0.0,505.3,,0.0,0.0,505.3,,0.0,0.0,505.3,,0.0,0.0,505.3,,0.0,0.0,505.3,,0.0,0.0,505.3
18767,UNIFI,1/150/34 100% Polyester Black SETNTS ,Black,"2,196.5","1,280.0",500.0,"1,416.5",0.0,,"1,280.0",0.0,916.5,,0.0,500.0,"1,416.5",,0.0,0.0,"1,416.5",,0.0,0.0,"1,416.5",,0.0,0.0,"1,416.5",,0.0,0.0,"1,416.5",,0.0,0.0,"1,416.5",,0.0,0.0,"1,416.5",,0.0,0.0,"1,416.5",,0.0,0.0,"1,416.5"
18605,R BELDA LLORENS,30/1 50/50 Polyester/Reclaimed Cotton Lino recycled polyester/recycled cotton 155 RS,Lino,"1,074.3",77.0,0.0,997.3,0.0,,77.0,0.0,997.3,,0.0,0.0,997.3,,0.0,0.0,997.3,,0.0,0.0,997.3,,0.0,0.0,997.3,,0.0,0.0,997.3,,0.0,0.0,997.3,,0.0,0.0,997.3,,0.0,0.0,997.3,,0.0,0.0,997.3
18679,UNIFI,1/70/68 100% Polyester Semi Dull 100% Celliant Repreve ,Semi Dull,"1,067.5",442.0,0.0,625.5,0.0,,64.8,0.0,"1,002.7",,101.8,0.0,901.0,,101.8,0.0,799.2,,101.8,0.0,697.5,,72.0,0.0,625.5,,0.0,0.0,625.5,,0.0,0.0,625.5,,0.0,0.0,625.5,,0.0,0.0,625.5,,0.0,0.0,625.5
18795,BUHLER QUALITY YARNS CORP,36/1 55/35/10 Modacrylic/Tencel/Twaron Natural Protex C - G100 - Natural Twaron MVS,Natural,"1,003.0",0.0,0.0,"1,003.0",0.0,,0.0,0.0,"1,003.0",,0.0,0.0,"1,003.0",,0.0,0.0,"1,003.0",,0.0,0.0,"1,003.0",,0.0,0.0,"1,003.0",,0.0,0.0,"1,003.0",,0.0,0.0,"1,003.0",,0.0,0.0,"1,003.0",,0.0,0.0,"1,003.0",,0.0,0.0,"1,003.0"
18770,SPUNLAB,28/1 78/22 Modacrylic/Rayon Natural FR Rayon RS,Natural,"3,927.4","4,595.6",0.0,-668.3,0.0,,"2,907.8",0.0,"1,019.6",,"1,687.8",0.0,-668.3,,0.0,0.0,-668.3,,0.0,0.0,-668.3,,0.0,0.0,-668.3,,0.0,0.0,-668.3,,0.0,0.0,-668.3,,0.0,0.0,-668.3,,0.0,0.0,-668.3,,0.0,0.0,-668.3
19033,VERTEX,1/300/120 100% Polyethylene Black ,Black,"1,123.0",83.7,"1,920.0","2,959.3","1,920.0",,83.7,0.0,"1,039.3",,0.0,0.0,"1,039.3",,0.0,0.0,"1,039.3",,0.0,0.0,"1,039.3",,0.0,0.0,"1,039.3",,0.0,0.0,"1,039.3",,0.0,0.0,"1,039.3",,0.0,0.0,"1,039.3",,0.0,0.0,"1,039.3",,0.0,0.0,"1,039.3"
18712,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester ST LUCIA 4015-01684-A  ,ST LUCIA,"1,820.7","4,360.8","10,000.0","7,460.0","2,000.0",,767.7,0.0,"1,053.1",,"1,206.3","2,000.0","1,846.8",,"1,206.3",0.0,640.4,,931.7,"2,000.0","1,708.7",,248.7,0.0,"1,460.0",,0.0,"2,000.0","3,460.0",,0.0,0.0,"3,460.0",,0.0,"2,000.0","5,460.0",,0.0,0.0,"5,460.0",,0.0,0.0,"5,460.0"
18569,DECA GLOBAL,1/200/192 100% Polyester Semi Dull ,Semi Dull,"1,107.8",3.9,0.0,"1,103.9",0.0,,3.9,0.0,"1,103.9",,0.0,0.0,"1,103.9",,0.0,0.0,"1,103.9",,0.0,0.0,"1,103.9",,0.0,0.0,"1,103.9",,0.0,0.0,"1,103.9",,0.0,0.0,"1,103.9",,0.0,0.0,"1,103.9",,0.0,0.0,"1,103.9",,0.0,0.0,"1,103.9"
12047,OMARA TEXTILES,1/150/36 100%L44 Polyester Silver FLTBRT ,Silver,"1,564.3","1,351.4","1,578.0","1,790.9","1,578.0",,452.0,0.0,"1,112.3",,405.1,0.0,707.1,,182.6,0.0,524.6,,182.6,0.0,342.0,,129.1,0.0,212.9,,0.0,0.0,212.9,,0.0,0.0,212.9,,0.0,0.0,212.9,,0.0,0.0,212.9,,0.0,0.0,212.9
10153,UNIFI,2/150/34 100% Polyester WHEAT 1196F ,WHEAT,"3,467.0","2,920.9",0.0,546.1,0.0,,"2,323.5",0.0,"1,143.5",,597.4,0.0,546.1,,0.0,0.0,546.1,,0.0,0.0,546.1,,0.0,0.0,546.1,,0.0,0.0,546.1,,0.0,0.0,546.1,,0.0,0.0,546.1,,0.0,0.0,546.1,,0.0,0.0,546.1
18708,UNIFI,1/150/34 100% Polyester Natural Set - Sorbtek ,Natural,"1,146.4","4,573.5","4,864.3","1,437.2","4,864.3",,0.0,0.0,"1,146.4",,0.0,0.0,"1,146.4",,0.0,0.0,"1,146.4",,0.0,0.0,"1,146.4",,0.0,0.0,"1,146.4",,486.1,0.0,660.4,,763.8,0.0,-103.4,,763.8,0.0,-867.2,,763.8,0.0,"-1,631.0",,"1,796.0",0.0,"-3,427.1"
18133,OMARA TEXTILES,1/150/36 100% Polyester MOKKA J133 ,MOKKA,"1,153.9",0.0,0.0,"1,153.9",0.0,,0.0,0.0,"1,153.9",,0.0,0.0,"1,153.9",,0.0,0.0,"1,153.9",,0.0,0.0,"1,153.9",,0.0,0.0,"1,153.9",,0.0,0.0,"1,153.9",,0.0,0.0,"1,153.9",,0.0,0.0,"1,153.9",,0.0,0.0,"1,153.9",,0.0,0.0,"1,153.9"
18184,OMARA TEXTILES,1/150/36 100% Polyester Capri U640 ,Capri,"1,176.5",0.0,"1,019.0","2,195.5","1,019.0",,0.0,0.0,"1,176.5",,0.0,0.0,"1,176.5",,0.0,0.0,"1,176.5",,0.0,0.0,"1,176.5",,0.0,0.0,"1,176.5",,0.0,0.0,"1,176.5",,0.0,0.0,"1,176.5",,0.0,0.0,"1,176.5",,0.0,0.0,"1,176.5",,0.0,0.0,"1,176.5"
18553,SPUNLAB,28/1 80/20 Celliant/Polyester Natural RS,Natural,"1,483.0","2,015.0",0.0,-532.0,0.0,,295.2,0.0,"1,187.8",,463.9,0.0,723.9,,463.9,0.0,260.0,,463.9,0.0,-203.8,,328.1,0.0,-532.0,,0.0,0.0,-532.0,,0.0,0.0,-532.0,,0.0,0.0,-532.0,,0.0,0.0,-532.0,,0.0,0.0,-532.0
18824,CS AMERICA,2/75/72 100% Polyester Semi Dull ,Semi Dull,"1,335.0",135.2,0.0,"1,199.8",0.0,,135.2,0.0,"1,199.8",,0.0,0.0,"1,199.8",,0.0,0.0,"1,199.8",,0.0,0.0,"1,199.8",,0.0,0.0,"1,199.8",,0.0,0.0,"1,199.8",,0.0,0.0,"1,199.8",,0.0,0.0,"1,199.8",,0.0,0.0,"1,199.8",,0.0,0.0,"1,199.8"
18785,VERTEX,1/300/120 100% Polyethylene Dark Grey ,Dark Grey,"1,206.2",0.0,"9,152.0","10,358.2","9,152.0",,0.0,0.0,"1,206.2",,0.0,0.0,"1,206.2",,0.0,0.0,"1,206.2",,0.0,0.0,"1,206.2",,0.0,0.0,"1,206.2",,0.0,0.0,"1,206.2",,0.0,0.0,"1,206.2",,0.0,0.0,"1,206.2",,0.0,0.0,"1,206.2",,0.0,0.0,"1,206.2"
18638,PARKDALE YARN MILLS,30/1 50/50 Polyester/Cotton Natural RS,Natural,"1,605.5",357.5,0.0,"1,248.0",0.0,,357.5,0.0,"1,248.0",,0.0,0.0,"1,248.0",,0.0,0.0,"1,248.0",,0.0,0.0,"1,248.0",,0.0,0.0,"1,248.0",,0.0,0.0,"1,248.0",,0.0,0.0,"1,248.0",,0.0,0.0,"1,248.0",,0.0,0.0,"1,248.0",,0.0,0.0,"1,248.0"
12243,The LYCRA Company LLC,1/20 100% Lycra BRT 162B ,BRT,"1,334.5",40.2,0.0,"1,294.3",0.0,,40.2,0.0,"1,294.3",,0.0,0.0,"1,294.3",,0.0,0.0,"1,294.3",,0.0,0.0,"1,294.3",,0.0,0.0,"1,294.3",,0.0,0.0,"1,294.3",,0.0,0.0,"1,294.3",,0.0,0.0,"1,294.3",,0.0,0.0,"1,294.3",,0.0,0.0,"1,294.3"
18344,UNIFI,1/70/36 100%RFLX Polyester Natural z Non TS STRNTS ,Natural,"1,395.8",48.5,0.0,"1,347.3",0.0,,48.5,0.0,"1,347.3",,0.0,0.0,"1,347.3",,0.0,0.0,"1,347.3",,0.0,0.0,"1,347.3",,0.0,0.0,"1,347.3",,0.0,0.0,"1,347.3",,0.0,0.0,"1,347.3",,0.0,0.0,"1,347.3",,0.0,0.0,"1,347.3",,0.0,0.0,"1,347.3"
13545,The LYCRA Company LLC,1/40 100% Lycra Semi Bright 582L ,Semi Bright,"1,373.9",17.8,0.0,"1,356.1",0.0,,17.8,0.0,"1,356.1",,0.0,0.0,"1,356.1",,0.0,0.0,"1,356.1",,0.0,0.0,"1,356.1",,0.0,0.0,"1,356.1",,0.0,0.0,"1,356.1",,0.0,0.0,"1,356.1",,0.0,0.0,"1,356.1",,0.0,0.0,"1,356.1",,0.0,0.0,"1,356.1"
18794,DECA GLOBAL,2/300/96 100% Polyester Black S&Z BSD DH HIM ,Black,"1,382.8",12.6,0.0,"1,370.3",0.0,,12.6,0.0,"1,370.3",,0.0,0.0,"1,370.3",,0.0,0.0,"1,370.3",,0.0,0.0,"1,370.3",,0.0,0.0,"1,370.3",,0.0,0.0,"1,370.3",,0.0,0.0,"1,370.3",,0.0,0.0,"1,370.3",,0.0,0.0,"1,370.3",,0.0,0.0,"1,370.3"
18233,PROMPTEX YARNS INC,1/150/48 100% Polyester BRT TRILOB ,BRT,"3,592.4","6,265.7",0.0,"-2,673.3",0.0,,"2,183.3",0.0,"1,409.1",,"1,572.6",0.0,-163.5,,"1,250.1",0.0,"-1,413.6",,839.8,0.0,"-2,253.5",,419.8,0.0,"-2,673.3",,0.0,0.0,"-2,673.3",,0.0,0.0,"-2,673.3",,0.0,0.0,"-2,673.3",,0.0,0.0,"-2,673.3",,0.0,0.0,"-2,673.3"
18726,PARKDALE YARN MILLS,8/1 100% Karded Cotton Natural OE,Natural,"1,413.3",0.0,0.0,"1,413.3",0.0,,0.0,0.0,"1,413.3",,0.0,0.0,"1,413.3",,0.0,0.0,"1,413.3",,0.0,0.0,"1,413.3",,0.0,0.0,"1,413.3",,0.0,0.0,"1,413.3",,0.0,0.0,"1,413.3",,0.0,0.0,"1,413.3",,0.0,0.0,"1,413.3",,0.0,0.0,"1,413.3"
18282,SAPONA,1/70/68 100% Nylon Natural ,Natural,"1,610.9",69.3,0.0,"1,541.7",0.0,,69.3,0.0,"1,541.7",,0.0,0.0,"1,541.7",,0.0,0.0,"1,541.7",,0.0,0.0,"1,541.7",,0.0,0.0,"1,541.7",,0.0,0.0,"1,541.7",,0.0,0.0,"1,541.7",,0.0,0.0,"1,541.7",,0.0,0.0,"1,541.7",,0.0,0.0,"1,541.7"
9296,UNIFI,1/150/34 100% Polyester Black SATURA ,Black,"1,567.0",0.0,0.0,"1,567.0",0.0,,0.0,0.0,"1,567.0",,0.0,0.0,"1,567.0",,0.0,0.0,"1,567.0",,0.0,0.0,"1,567.0",,0.0,0.0,"1,567.0",,0.0,0.0,"1,567.0",,0.0,0.0,"1,567.0",,0.0,0.0,"1,567.0",,0.0,0.0,"1,567.0",,0.0,0.0,"1,567.0"
18669,CS AMERICA,1/75/72 100% Polyester Natural ,Natural,"2,147.3",526.3,0.0,"1,621.1",0.0,,526.3,0.0,"1,621.1",,0.0,0.0,"1,621.1",,0.0,0.0,"1,621.1",,0.0,0.0,"1,621.1",,0.0,0.0,"1,621.1",,0.0,0.0,"1,621.1",,0.0,0.0,"1,621.1",,0.0,0.0,"1,621.1",,0.0,0.0,"1,621.1",,0.0,0.0,"1,621.1"
13561,The LYCRA Company LLC,1/30 100% Lycra Semi Bright 582L ,Semi Bright,"1,751.6",0.4,0.0,"1,751.2",0.0,,0.4,0.0,"1,751.2",,0.0,0.0,"1,751.2",,0.0,0.0,"1,751.2",,0.0,0.0,"1,751.2",,0.0,0.0,"1,751.2",,0.0,0.0,"1,751.2",,0.0,0.0,"1,751.2",,0.0,0.0,"1,751.2",,0.0,0.0,"1,751.2",,0.0,0.0,"1,751.2"
19054,BUHLER QUALITY YARNS CORP,30/1 85/15 Modacrylic/Tencel Natural Protex C - G100 RS,Natural,"3,384.8","1,647.0","2,526.4","4,264.1","2,526.4",,"1,621.8",0.0,"1,762.9",,25.2,0.0,"1,737.7",,0.0,0.0,"1,737.7",,0.0,0.0,"1,737.7",,0.0,0.0,"1,737.7",,0.0,0.0,"1,737.7",,0.0,0.0,"1,737.7",,0.0,0.0,"1,737.7",,0.0,0.0,"1,737.7",,0.0,0.0,"1,737.7"
18164,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester GLACRGREY ,GLACRGREY,"1,958.3",789.6,0.0,"1,168.7",0.0,,144.5,0.0,"1,813.9",,218.1,0.0,"1,595.7",,218.1,0.0,"1,377.6",,208.9,0.0,"1,168.7",,0.0,0.0,"1,168.7",,0.0,0.0,"1,168.7",,0.0,0.0,"1,168.7",,0.0,0.0,"1,168.7",,0.0,0.0,"1,168.7",,0.0,0.0,"1,168.7"
18452,DECA GLOBAL,1/150/72 100% Polyester BLK/WHT STRIAT ,BLK/WHT,"2,591.5","1,996.4",0.0,595.0,0.0,,766.8,0.0,"1,824.6",,"1,229.6",0.0,595.0,,0.0,0.0,595.0,,0.0,0.0,595.0,,0.0,0.0,595.0,,0.0,0.0,595.0,,0.0,0.0,595.0,,0.0,0.0,595.0,,0.0,0.0,595.0,,0.0,0.0,595.0
19062,PARKDALE YARN MILLS,50/1 100% Combed Cotton Natural Yeager waxed RS,Natural,"1,906.6",40.0,0.0,"1,866.6",0.0,,40.0,0.0,"1,866.6",,0.0,0.0,"1,866.6",,0.0,0.0,"1,866.6",,0.0,0.0,"1,866.6",,0.0,0.0,"1,866.6",,0.0,0.0,"1,866.6",,0.0,0.0,"1,866.6",,0.0,0.0,"1,866.6",,0.0,0.0,"1,866.6",,0.0,0.0,"1,866.6"
18961,OMARA TEXTILES,1/150/34 100% Polyester Dawn Grey ,Dawn Grey,"2,746.0","5,047.7","3,000.0",698.4,"3,000.0",,861.6,0.0,"1,884.4",,"1,345.1",0.0,539.4,,"1,307.5",0.0,-768.1,,919.0,0.0,"-1,687.1",,601.8,0.0,"-2,288.9",,12.7,0.0,"-2,301.6",,0.0,0.0,"-2,301.6",,0.0,0.0,"-2,301.6",,0.0,0.0,"-2,301.6",,0.0,0.0,"-2,301.6"
18598,MERIDIAN SPECIALTY YARN GROUP INC,1/150/36 100% Polyester Paris Blue ,Paris Blue,"2,742.2","3,526.0",840.0,56.2,840.0,,838.9,0.0,"1,903.3",,"1,318.3",0.0,584.9,,"1,159.8",0.0,-574.9,,208.9,0.0,-783.8,,0.0,0.0,-783.8,,0.0,0.0,-783.8,,0.0,0.0,-783.8,,0.0,0.0,-783.8,,0.0,0.0,-783.8,,0.0,0.0,-783.8
18320,PREMIERE FIBERS INC,1/70/34 100% Nylon Semi Dull FLAT ,Semi Dull,"1,906.3","2,017.3",0.0,-111.0,0.0,,0.0,0.0,"1,906.3",,0.0,0.0,"1,906.3",,0.0,0.0,"1,906.3",,0.0,0.0,"1,906.3",,0.0,0.0,"1,906.3",,214.4,0.0,"1,691.9",,336.9,0.0,"1,355.0",,336.9,0.0,"1,018.1",,336.9,0.0,681.2,,792.2,0.0,-111.0
18893,DECA GLOBAL,1/150/48 100% Polyester Connect Blue ,Connect Blue,"1,997.3",822.3,"9,464.8","10,639.9","9,464.8",,0.0,0.0,"1,997.3",,718.3,0.0,"1,279.0",,103.9,0.0,"1,175.1",,0.0,0.0,"1,175.1",,0.0,0.0,"1,175.1",,0.0,0.0,"1,175.1",,0.0,0.0,"1,175.1",,0.0,0.0,"1,175.1",,0.0,0.0,"1,175.1",,0.0,0.0,"1,175.1"
18696,"B&W Fiber Glass, Inc",1/198 100% Glass Natural ,Natural,"2,293.3","15,441.1","16,000.0","2,852.2",0.0,,238.4,0.0,"2,054.8",,374.7,0.0,"1,680.1",,374.7,0.0,"1,305.4",,374.7,0.0,930.8,,374.7,0.0,556.1,,374.7,0.0,181.4,,374.7,"1,600.0","1,406.7",,374.7,0.0,"1,032.0",,374.7,0.0,657.3,,"12,205.1","14,400.0","2,852.2"
18954,OMARA TEXTILES,1/150/34 100% Polyester Fosse Ink A1652 ,Fosse Ink,"2,729.6","3,761.2","6,072.0","5,040.5",72.0,,662.1,0.0,"2,067.5",,"1,040.4","2,000.0","3,027.1",,"1,040.4",0.0,"1,986.6",,803.6,"2,000.0","3,183.0",,214.5,0.0,"2,968.5",,0.0,"2,000.0","4,968.5",,0.0,0.0,"4,968.5",,0.0,0.0,"4,968.5",,0.0,0.0,"4,968.5",,0.0,0.0,"4,968.5"
18758,PREMIERE FIBERS INC,1/100/34 100% Nylon Semi Dull RNDFDY ,Semi Dull,"2,467.9",529.6,0.0,"1,938.2",0.0,,295.3,0.0,"2,172.6",,234.3,0.0,"1,938.2",,0.0,0.0,"1,938.2",,0.0,0.0,"1,938.2",,0.0,0.0,"1,938.2",,0.0,0.0,"1,938.2",,0.0,0.0,"1,938.2",,0.0,0.0,"1,938.2",,0.0,0.0,"1,938.2",,0.0,0.0,"1,938.2"
8351,UNIFI,1/100/36 100% Polyester Natural SETNTS ,Natural,"2,223.0",42.9,0.0,"2,180.1",0.0,,42.9,0.0,"2,180.1",,0.0,0.0,"2,180.1",,0.0,0.0,"2,180.1",,0.0,0.0,"2,180.1",,0.0,0.0,"2,180.1",,0.0,0.0,"2,180.1",,0.0,0.0,"2,180.1",,0.0,0.0,"2,180.1",,0.0,0.0,"2,180.1",,0.0,0.0,"2,180.1"
18910,PARKDALE YARN MILLS,30/1 99/1 Polyester Black 1% 99%natural poly/1%black poly MVS,Black 1%,"2,548.6","2,622.9","5,000.0","4,925.7",0.0,,309.2,0.0,"2,239.4",,293.9,"1,000.0","2,945.5",,293.9,0.0,"2,651.6",,293.9,0.0,"2,357.6",,293.9,"1,000.0","3,063.7",,293.9,0.0,"2,769.7",,293.9,0.0,"2,475.8",,293.9,"1,000.0","3,181.9",,256.2,0.0,"2,925.7",,0.0,"2,000.0","4,925.7"
18415,UNIFI,1/50/68 100% Polyester CON BLACK 9458P ,CON BLACK,"2,286.5",5.4,0.0,"2,281.1",0.0,,5.4,0.0,"2,281.1",,0.0,0.0,"2,281.1",,0.0,0.0,"2,281.1",,0.0,0.0,"2,281.1",,0.0,0.0,"2,281.1",,0.0,0.0,"2,281.1",,0.0,0.0,"2,281.1",,0.0,0.0,"2,281.1",,0.0,0.0,"2,281.1",,0.0,0.0,"2,281.1"
18991,INMAN MILLS,14/1 100% FRL-PZ Rayon Natural AJ,Natural,"2,382.2",0.0,"2,268.0","4,650.2","2,268.0",,0.0,0.0,"2,382.2",,0.0,0.0,"2,382.2",,0.0,0.0,"2,382.2",,0.0,0.0,"2,382.2",,0.0,0.0,"2,382.2",,0.0,0.0,"2,382.2",,0.0,0.0,"2,382.2",,0.0,0.0,"2,382.2",,0.0,0.0,"2,382.2",,0.0,0.0,"2,382.2"
18312,PROMPTEX YARNS INC,30/1 100% Polyester OB RS,OB,"2,647.6",262.0,0.0,"2,385.6",0.0,,262.0,0.0,"2,385.6",,0.0,0.0,"2,385.6",,0.0,0.0,"2,385.6",,0.0,0.0,"2,385.6",,0.0,0.0,"2,385.6",,0.0,0.0,"2,385.6",,0.0,0.0,"2,385.6",,0.0,0.0,"2,385.6",,0.0,0.0,"2,385.6",,0.0,0.0,"2,385.6"
10027,UNIFI,2/150/34 100% Polyester SOLDY BLK SET W/ TACKS SATURA ,SOLDY BLK,"4,669.9","9,812.6","5,000.0",-142.7,0.0,,"2,261.3",0.0,"2,408.7",,"3,353.6","2,500.0","1,555.1",,"2,537.3","2,500.0","1,517.8",,"1,356.6",0.0,161.2,,303.9,0.0,-142.7,,0.0,0.0,-142.7,,0.0,0.0,-142.7,,0.0,0.0,-142.7,,0.0,0.0,-142.7,,0.0,0.0,-142.7
18904,CS AMERICA,1/150/36 100% Polyester China Grey Set ,China Grey,"4,228.7","3,637.9","6,449.0","7,039.8","-3,151.0",,"1,723.8",0.0,"2,504.9",,820.7,"2,400.0","4,084.2",,521.5,0.0,"3,562.7",,521.5,0.0,"3,041.2",,50.4,0.0,"2,990.8",,0.0,"2,400.0","5,390.8",,0.0,0.0,"5,390.8",,0.0,0.0,"5,390.8",,0.0,0.0,"5,390.8",,0.0,"4,800.0","10,190.8"
18208,UNIFI,2/70/130 100% Polyester Heather SET TS ,Heather,"2,853.3",867.2,0.0,"1,986.1",0.0,,270.8,0.0,"2,582.5",,329.1,0.0,"2,253.4",,186.8,0.0,"2,066.6",,80.5,0.0,"1,986.1",,0.0,0.0,"1,986.1",,0.0,0.0,"1,986.1",,0.0,0.0,"1,986.1",,0.0,0.0,"1,986.1",,0.0,0.0,"1,986.1",,0.0,0.0,"1,986.1"
18788,CS AMERICA,1/75/48 100% Polyester Semi Dull DTY 2H SET SIM ,Semi Dull,"3,275.0","4,060.0",0.0,-785.0,0.0,,580.0,0.0,"2,695.0",,0.0,0.0,"2,695.0",,0.0,0.0,"2,695.0",,0.0,0.0,"2,695.0",,279.6,0.0,"2,415.4",,"1,025.2",0.0,"1,390.2",,"1,025.2",0.0,365.0,,"1,025.2",0.0,-660.2,,124.8,0.0,-785.0,,0.0,0.0,-785.0
18987,DECA GLOBAL,4/300/72 100% Polyester Semi Dull stretch ,Semi Dull,"5,803.7","3,034.6","40,000.0","42,769.1","40,000.0",,"3,034.6",0.0,"2,769.1",,0.0,0.0,"2,769.1",,0.0,0.0,"2,769.1",,0.0,0.0,"2,769.1",,0.0,0.0,"2,769.1",,0.0,0.0,"2,769.1",,0.0,0.0,"2,769.1",,0.0,0.0,"2,769.1",,0.0,0.0,"2,769.1",,0.0,0.0,"2,769.1"
18341,UNIFI,1/70/36 100%RFLX Polyester Semi Dull S Non TS STRNTS ,Semi Dull,"2,857.4",47.8,0.0,"2,809.6",0.0,,47.8,0.0,"2,809.6",,0.0,0.0,"2,809.6",,0.0,0.0,"2,809.6",,0.0,0.0,"2,809.6",,0.0,0.0,"2,809.6",,0.0,0.0,"2,809.6",,0.0,0.0,"2,809.6",,0.0,0.0,"2,809.6",,0.0,0.0,"2,809.6",,0.0,0.0,"2,809.6"
11759,UNIFI,1/150/34 100% Polyester Natural SETNTS ,Natural,"2,939.0",0.0,0.0,"2,939.0",0.0,,0.0,0.0,"2,939.0",,0.0,0.0,"2,939.0",,0.0,0.0,"2,939.0",,0.0,0.0,"2,939.0",,0.0,0.0,"2,939.0",,0.0,0.0,"2,939.0",,0.0,0.0,"2,939.0",,0.0,0.0,"2,939.0",,0.0,0.0,"2,939.0",,0.0,0.0,"2,939.0"
