Style,KO,Yarn,Percentage,This Week,Week 36,Week 37,Week 38,Week 39,Week 40,Week 41,Week 42,Week 43,Later,Total
CEE2838/1IN,K2508027,18763,24.2,355.2,781.4,781.4,781.4,362.4,,,,,,"3,061.9"
CEE2838/1IN,K2508027,18904,12.3,180.5,397.2,397.2,397.2,184.2,,,,,,"1,556.3"
CEE2838/1IN,K2508027,18929,0.6,8.8,19.4,19.4,19.4,9.0,,,,,,75.9
CEE2839/1CL,K2508028,12526,12.1,233.2,513.0,465.5,,,,,,,,"1,211.7"
CEE2839/1CL,K2508028,18233,6.3,121.4,267.1,242.4,,,,,,,,630.9
CEE2839/1CL,K2508028,18438,28,539.6,"1,187.2","1,077.1",,,,,,,,"2,803.9"
CEE2839/1CL,K2508028,18646,6.3,121.4,267.1,242.4,,,,,,,,630.9
CEE2839/1CL,K2508028,18737,10.2,196.6,432.5,392.4,,,,,,,,"1,021.4"
CEE2839/1CL,K2508028,18763,24.2,466.4,"1,026.1",931.0,,,,,,,,"2,423.4"
CEE2839/1CL,K2508028,18904,12.3,237.0,521.5,473.2,,,,,,,,"1,231.7"
CEE2839/1CL,K2508028,18929,0.6,11.6,25.4,23.1,,,,,,,,60.1
CEE2840/1ICG,K2508026,12526,11.3,171.6,377.5,134.6,,,,,,,,683.7
CEE2840/1ICG,K2508026,18233,6,91.1,200.4,71.5,,,,,,,,363.0
CEE2840/1ICG,K2508026,18438,30.3,460.1,"1,012.2",360.8,,,,,,,,"1,833.2"
CEE2840/1ICG,K2508026,18646,5.9,89.6,197.1,70.3,,,,,,,,357.0
CEE2840/1ICG,K2508026,18737,11.3,171.6,377.5,134.6,,,,,,,,683.7
CEE2840/1ICG,K2508026,18763,23.7,359.9,791.7,282.2,,,,,,,,"1,433.9"
CEE2840/1ICG,K2508026,18904,10.9,165.5,364.1,129.8,,,,,,,,659.5
CEE2840/1ICG,K2508026,18929,0.6,9.1,20.0,7.1,,,,,,,,36.3
CEE2841/1D,K2508025,12526,12.1,184.3,208.9,,,,,,,,,393.3
CEE2841/1D,K2508025,18233,6.3,96.0,108.8,,,,,,,,,204.8
CEE2841/1D,K2508025,18375,28,426.6,483.4,,,,,,,,,910.0
CEE2841/1D,K2508025,18646,6.3,96.0,108.8,,,,,,,,,204.8
CEE2841/1D,K2508025,18737,10.2,155.4,176.1,,,,,,,,,331.5
CEE2841/1D,K2508025,18763,24.2,368.7,417.8,,,,,,,,,786.5
CEE2841/1D,K2508025,18904,12.3,187.4,212.4,,,,,,,,,399.8
CEE2841/1D,K2508025,18929,0.6,9.1,10.4,,,,,,,,,19.5
CEE3050/1CU,K2508089,12526,11.7,115.8,254.8,254.8,254.8,254.8,254.8,254.8,227.5,,,"1,872.0"
CEE3050/1CU,K2508089,18233,6.2,61.4,135.0,135.0,135.0,135.0,135.0,135.0,120.6,,,992.0
CEE3050/1CU,K2508089,18438,27.4,271.2,596.7,596.7,596.7,596.7,596.7,596.7,532.9,,,"4,384.0"
CEE3050/1CU,K2508089,18646,6.2,61.4,135.0,135.0,135.0,135.0,135.0,135.0,120.6,,,992.0
CEE3050/1CU,K2508089,18737,10.1,100.0,219.9,219.9,219.9,219.9,219.9,219.9,196.4,,,"1,616.0"
CEE3050/1CU,K2508089,18763,25.8,255.4,561.8,561.8,561.8,561.8,561.8,561.8,501.8,,,"4,128.0"
CEE3050/1CU,K2508089,18904,12,118.8,261.3,261.3,261.3,261.3,261.3,261.3,233.4,,,"1,920.0"
CEE3050/1CU,K2508089,18929,0.6,5.9,13.1,13.1,13.1,13.1,13.1,13.1,11.7,,,96.0
CEE3267/3CEL,K2508074,18307,10.1,65.8,,,,,,,,,,65.8
CEE3267/3CEL,K2508074,18358,12,78.2,,,,,,,,,,78.2
CEE3267/3CEL,K2508074,18430,25.2,164.2,,,,,,,,,,164.2
CEE3267/3CEL,K2508074,18605,10.3,67.1,,,,,,,,,,67.1
CEE3267/3CEL,K2508074,18763,42.4,276.2,,,,,,,,,,276.2
CEE3466/1L,K2508056,18307,8.8,89.7,197.4,174.9,,,,,,,,462.0
CEE3466/1L,K2508056,18594,30.5,311.0,684.2,606.1,,,,,,,,"1,601.3"
CEE3466/1L,K2508056,18646,10.9,111.1,244.5,216.6,,,,,,,,572.3
CEE3466/1L,K2508056,18763,39,397.7,874.9,775.0,,,,,,,,"2,047.5"
CEE3466/1L,K2508056,18894,10.1,103.0,226.6,200.7,,,,,,,,530.3
CEE3466/1L,K2508056,18929,0.7,7.1,15.7,13.9,,,,,,,,36.8
CEE4078/2A,K2505010,12526,11.6,97.5,152.6,,,,,,,,,250.1
CEE4078/2A,K2505010,18208,10.1,84.9,132.8,,,,,,,,,217.7
CEE4078/2A,K2505010,18594,38.5,323.6,506.3,,,,,,,,,829.9
CEE4078/2A,K2505010,18646,10.7,89.9,140.7,,,,,,,,,230.7
CEE4078/2A,K2505010,18763,23.1,194.2,303.8,,,,,,,,,498.0
CEE4078/2A,K2505010,18929,0.7,5.9,9.2,,,,,,,,,15.1
CEE4078/2A,K2505010,19003,5.3,44.5,69.7,,,,,,,,,114.3
CEE4078/2A,K2508009,12526,11.6,97.5,214.5,214.5,49.8,,,,,,,576.3
CEE4078/2A,K2508009,18208,10.1,84.9,186.8,186.8,43.4,,,,,,,501.8
CEE4078/2A,K2508009,18594,38.5,323.6,711.9,711.9,165.3,,,,,,,"1,912.7"
CEE4078/2A,K2508009,18646,10.7,89.9,197.9,197.9,45.9,,,,,,,531.6
CEE4078/2A,K2508009,18763,23.1,194.2,427.1,427.1,99.2,,,,,,,"1,147.6"
CEE4078/2A,K2508009,18929,0.7,5.9,12.9,12.9,3.0,,,,,,,34.8
CEE4078/2A,K2508009,19003,5.3,44.5,98.0,98.0,22.7,,,,,,,263.3
CEE4317A/1L,K2507065,18164,11.2,99.2,218.1,218.1,218.1,30.4,,,,,,784.0
CEE4317A/1L,K2507065,18376,13.2,116.9,257.1,257.1,257.1,35.8,,,,,,924.0
CEE4317A/1L,K2507065,18598,11.2,99.2,218.1,218.1,218.1,30.4,,,,,,784.0
CEE4317A/1L,K2507065,18646,11.2,99.2,218.1,218.1,218.1,30.4,,,,,,784.0
CEE4317A/1L,K2507065,18763,52.4,463.9,"1,020.6","1,020.6","1,020.6",142.2,,,,,,"3,668.0"
CEE4317A/1L,K2507065,18929,0.8,7.1,15.6,15.6,15.6,2.2,,,,,,56.0
CEE4585A/1B,K2508058,18594,30.2,370.4,814.8,702.3,,,,,,,,"1,887.5"
CEE4585A/1B,K2508058,18646,17.6,215.9,474.9,409.3,,,,,,,,"1,100.0"
CEE4585A/1B,K2508058,18763,40.3,494.3,"1,087.4",937.1,,,,,,,,"2,518.8"
CEE4585A/1B,K2508058,18900,10.5,128.8,283.3,244.2,,,,,,,,656.3
CEE4585A/1B,K2508058,18929,1.4,17.2,37.8,32.6,,,,,,,,87.5
CEE4638A/1,K2507066,12047,12.2,83.0,182.6,182.6,182.6,162.3,,,,,,793.0
CEE4638A/1,K2507066,12526,33.5,227.9,501.3,501.3,501.3,445.7,,,,,,"2,177.5"
CEE4638A/1,K2507066,18553,31,210.9,463.9,463.9,463.9,412.4,,,,,,"2,015.0"
CEE4638A/1,K2507066,18646,8.8,59.9,131.7,131.7,131.7,117.1,,,,,,572.0
CEE4638A/1,K2507066,18679,6.8,46.3,101.8,101.8,101.8,90.5,,,,,,442.0
CEE4638A/1,K2507066,18929,1.3,8.8,19.5,19.5,19.5,17.3,,,,,,84.5
CEE4638A/1,K2507066,18966,6.4,43.5,95.8,95.8,95.8,85.2,,,,,,416.0
CEE4690A/1,K2504043,19062,19.2,50.1,,,,,,,,,,50.1
CEE4739A/1,K2507101,18594,16.51,8.3,,,,,,,,,,8.3
CEE4739A/1,K2507101,18617,11.32,5.7,,,,,,,,,,5.7
CEE4739A/1,K2507101,18622,11.32,5.7,,,,,,,,,,5.7
CEE4739A/1,K2507101,18763,44.34,22.2,,,,,,,,,,22.2
CEE4739A/1,K2507101,18865,7.04,3.5,,,,,,,,,,3.5
CEE4739A/1,K2507101,19030,9.47,4.7,,,,,,,,,,4.7
CEE4750A/1,K2507102,11999,11.26,5.6,,,,,,,,,,5.6
CEE4750A/1,K2507102,18164,11.26,5.6,,,,,,,,,,5.6
CEE4750A/1,K2507102,18376,9.42,4.7,,,,,,,,,,4.7
CEE4750A/1,K2507102,18594,16.43,8.2,,,,,,,,,,8.2
CEE4750A/1,K2507102,18669,7.51,3.8,,,,,,,,,,3.8
CEE4750A/1,K2507102,18763,44.11,22.1,,,,,,,,,,22.1
CEE4751A/2,K2508005,12526,34.64,17.3,,,,,,,,,,17.3
CEE4751A/2,K2508005,18233,14.99,7.5,,,,,,,,,,7.5
CEE4751A/2,K2508005,18372,14.99,7.5,,,,,,,,,,7.5
CEE4751A/2,K2508005,18376,8.85,4.4,,,,,,,,,,4.4
CEE4751A/2,K2508005,18594,14.99,7.5,,,,,,,,,,7.5
CEE4751A/2,K2508005,18865,11.54,5.8,,,,,,,,,,5.8
CEE4763A/1,K2507055,18306,11.32,5.7,,,,,,,,,,5.7
CEE4763A/1,K2507055,18376,9.47,4.7,,,,,,,,,,4.7
CEE4763A/1,K2507055,18594,16.51,8.3,,,,,,,,,,8.3
CEE4763A/1,K2507055,18763,44.34,22.2,,,,,,,,,,22.2
CEE4763A/1,K2507055,18865,7.04,3.5,,,,,,,,,,3.5
CEE4763A/1,K2507055,18961,11.32,5.7,,,,,,,,,,5.7
CEE4794A/1,K2507105,12526,21.13,10.6,,,,,,,,,,10.6
CEE4794A/1,K2507105,18376,6.91,3.5,,,,,,,,,,3.5
CEE4794A/1,K2507105,18569,7.8,3.9,,,,,,,,,,3.9
CEE4794A/1,K2507105,18646,10.13,5.1,,,,,,,,,,5.1
CEE4794A/1,K2507105,19033,54.03,27.0,,,,,,,,,,27.0
CEE4795A/1,K2508014,11536,13.87,6.9,,,,,,,,,,6.9
CEE4795A/1,K2508014,12526,32.01,16.0,,,,,,,,,,16.0
CEE4795A/1,K2508014,18594,27.75,13.9,,,,,,,,,,13.9
CEE4795A/1,K2508014,18615,13.87,6.9,,,,,,,,,,6.9
CEE4795A/1,K2508014,18865,10.27,5.1,,,,,,,,,,5.1
CEE4795A/1,K2508014,18929,2.22,1.1,,,,,,,,,,1.1
CEE4797A/1,K2508015,12526,34.64,17.3,,,,,,,,,,17.3
CEE4797A/1,K2508015,18372,14.99,7.5,,,,,,,,,,7.5
CEE4797A/1,K2508015,18376,8.85,4.4,,,,,,,,,,4.4
CEE4797A/1,K2508015,18452,14.99,7.5,,,,,,,,,,7.5
CEE4797A/1,K2508015,18594,14.99,7.5,,,,,,,,,,7.5
CEE4797A/1,K2508015,18865,11.54,5.8,,,,,,,,,,5.8
CF5092/1,K2507056,18845,100,694.7,"1,528.3","1,528.3","1,528.3","1,528.3","1,528.3","1,528.3","1,528.3","1,506.7",,"12,899.8"
CF5105/0,K2506051,18575,100,"1,517.6",,,,,,,,,,"1,517.6"
CF5105/OE,K2508032,18694,100,0.4,,,,,,,,,,0.4
CF5136/0,K2508022,18638,100,39.6,,,,,,,,,,39.6
CF5138/0,K2508023,18638,100,69.3,,,,,,,,,,69.3
CF5261/STR,K2501088,18903,100,,,,,,"1,106.3","1,738.5","1,738.5","1,738.5","2,958.1","9,280.0"
CF5261/STR,K2501089,18903,100,,,,,,"1,106.3","1,738.5","1,738.5","1,738.5","2,393.9","8,715.8"
CF5261/STR,K2501090,18903,100,,,,,,"1,106.3","1,738.5","1,738.5","1,738.5","2,958.1","9,280.0"
CF5263/L,K2506102,18788,100,,,,,279.6,"1,025.2","1,025.2","1,025.2",124.8,,"3,480.0"
CF5304/0,K2508060,18788,100,580.0,,,,,,,,,,580.0
CF5305/0,K2508059,13545,8.1,0.3,,,,,,,,,,0.3
CF5305/0,K2508059,13777,1.4,0.1,,,,,,,,,,0.1
CF5305/0,K2508059,18824,90.5,3.7,,,,,,,,,,3.7
CF5321/LYC,K2505060,13545,15.3,0.1,,,,,,,,,,0.1
CF5321/LYC,K2505060,18517,84.7,0.3,,,,,,,,,,0.3
CF5321/M2125,K2505049,18517,84.7,64.5,,,,,,,,,,64.5
CF5321/M2125,K2505049,18974,15.3,11.7,,,,,,,,,,11.7
CF5430/0,K2508072,13560,2.6,0.3,,,,,,,,,,0.3
CF5432/0,K2409094,13561,2,0.0,,,,,,,,,,0.0
CF5432/0,K2409094,18573,20.7,0.2,,,,,,,,,,0.2
CF5432/0,K2409094,18732,26.8,0.3,,,,,,,,,,0.3
CF5432/0,K2409094,18804,50.5,0.6,,,,,,,,,,0.6
CF5434/0,K2409095,13561,2.1,0.0,,,,,,,,,,0.0
CF5434/0,K2409095,18573,21.8,0.1,,,,,,,,,,0.1
CF5434/0,K2409095,18804,76.1,0.2,,,,,,,,,,0.2
CF5439/0,K2411029,18811,50,1.6,,,,,,,,,,1.6
CF5439/0,K2411029,18813,50,1.6,,,,,,,,,,1.6
CF5451/0,K2412008,13561,3.3,0.0,,,,,,,,,,0.0
CF5451/0,K2412008,18774,96.7,0.3,,,,,,,,,,0.3
CF5462/0,K2412014,18334,16.3,0.1,,,,,,,,,,0.1
CF5462/0,K2412014,18573,82.6,0.7,,,,,,,,,,0.7
CF5462/0,K2412014,18599,1.1,0.0,,,,,,,,,,0.0
CF5463/0,K2412023,13561,1.7,0.0,,,,,,,,,,0.0
CF5463/0,K2412023,14223,53.6,1.3,,,,,,,,,,1.3
CF5463/0,K2412023,18573,44.7,1.1,,,,,,,,,,1.1
CF5474/R,K2508035,19095,100,"1,602.4",76.3,,,,,,,,,"1,678.7"
CF5475/R,K2508036,19095,100,"1,160.0",,,,,,,,,,"1,160.0"
CF5476/0,K2508084,18745,75,150.0,,,,,,,,,,150.0
CF5476/0,K2508084,18817,25,50.0,,,,,,,,,,50.0
CF5482/0,K2503041,13545,18.3,0.6,,,,,,,,,,0.6
CF5482/0,K2503041,18415,81.7,2.6,,,,,,,,,,2.6
CF5487/0,K2503076,13561,1.7,0.0,,,,,,,,,,0.0
CF5487/0,K2503076,18573,66,0.3,,,,,,,,,,0.3
CF5487/0,K2503076,19031,32.3,0.2,,,,,,,,,,0.2
CF5487/0,K2506120,13561,1.7,0.3,,,,,,,,,,0.3
CF5487/0,K2506120,18573,66,12.7,,,,,,,,,,12.7
CF5487/0,K2506120,19031,32.3,6.2,,,,,,,,,,6.2
CF5506/0,K2508091,19062,100,476.4,723.6,,,,,,,,,"1,200.0"
CF5513/0,K2508034,11648,6.1,1.8,,,,,,,,,,1.8
CF5513/0,K2508034,18282,86.6,26.0,,,,,,,,,,26.0
CF5513/0,K2508034,18599,7.3,2.2,,,,,,,,,,2.2
CF5513/T,K2508082,11648,6.1,3.1,,,,,,,,,,3.1
CF5513/T,K2508082,18282,86.6,43.3,,,,,,,,,,43.3
CF5513/T,K2508082,18599,7.3,3.7,,,,,,,,,,3.7
CF5519/0,K2507109,18903,77.78,37.4,,,,,,,,,,37.4
CF5519/0,K2507109,19093,22.22,10.7,,,,,,,,,,10.7
CF5522/0,K2507112,18415,71.43,1.3,,,,,,,,,,1.3
CF5522/0,K2507112,18974,28.57,0.5,,,,,,,,,,0.5
CF5524/0,K2508024,8351,22.04,54.9,,,,,,,,,,54.9
CF5524/0,K2508024,11927,55.57,138.4,,,,,,,,,,138.4
CF5524/0,K2508024,12428,22.39,55.8,,,,,,,,,,55.8
CF5525/0,K2508016,18415,71.43,1.5,,,,,,,,,,1.5
CF5525/0,K2508016,19093,28.57,0.6,,,,,,,,,,0.6
CF5526/0,K2508018,19062,100,40.0,,,,,,,,,,40.0
CF5528/0,K2508081,13560,3.26,0.8,,,,,,,,,,0.8
CMR4344/3A,K2507099,18376,16.5,88.8,,,,,,,,,,88.8
CMR4344/3A,K2507099,18646,50.4,271.2,,,,,,,,,,271.2
CMR4344/3A,K2507099,18910,16.5,88.8,,,,,,,,,,88.8
CMR4344/3A,K2507099,18929,2.7,14.5,,,,,,,,,,14.5
CMR4344/3A,K2507099,18962,13.9,74.8,,,,,,,,,,74.8
CMR4344/3S,K2507001,12321,13.9,112.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,247.6,13.2,"2,106.7"
CMR4344/3S,K2507001,18376,16.5,133.6,293.9,293.9,293.9,293.9,293.9,293.9,293.9,293.9,15.7,"2,500.8"
CMR4344/3S,K2507001,18646,50.4,408.1,897.8,897.8,897.8,897.8,897.8,897.8,897.8,897.8,48.0,"7,638.8"
CMR4344/3S,K2507001,18910,16.5,133.6,293.9,293.9,293.9,293.9,293.9,293.9,293.9,293.9,15.7,"2,500.8"
CMR4344/3S,K2507001,18929,2.7,21.9,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1,2.6,409.2
CMR4649A/1,K2502101,12066,1.92,1.0,,,,,,,,,,1.0
CMR4649A/1,K2502101,12243,3.97,2.0,,,,,,,,,,2.0
CMR4649A/1,K2502101,18426,94.11,47.1,,,,,,,,,,47.1
CMR4659A/1,K2503050,12243,3.71,1.9,,,,,,,,,,1.9
CMR4659A/1,K2503050,14895,2.73,1.4,,,,,,,,,,1.4
CMR4659A/1,K2503050,18426,93.56,46.8,,,,,,,,,,46.8
CMR4773A/1,K2507024,18372,41.46,16.6,,,,,,,,,,16.6
CMR4773A/1,K2507024,18452,16.49,6.6,,,,,,,,,,6.6
CMR4773A/1,K2507024,18794,31.38,12.6,,,,,,,,,,12.6
CMR4773A/1,K2507024,18865,9.66,3.9,,,,,,,,,,3.9
CMR4773A/1,K2507024,18929,0.99,0.4,,,,,,,,,,0.4
CSP4479A/1B,K2506073,18376,23.4,69.6,153.1,153.1,153.1,153.1,153.1,140.3,,,,975.6
CSP4479A/1B,K2506073,18469,18.3,54.4,119.8,119.8,119.8,119.8,119.8,109.7,,,,763.0
CSP4479A/1B,K2506073,18646,38.5,114.5,252.0,252.0,252.0,252.0,252.0,230.8,,,,"1,605.1"
CSP4479A/1B,K2506073,18894,19.8,58.9,129.6,129.6,129.6,129.6,129.6,118.7,,,,825.5
CT1577/1B,K2507059,13364,47,232.7,,,,,,,,,,232.7
CT1577/1B,K2507059,18454,12.5,61.9,,,,,,,,,,61.9
CT1577/1B,K2507059,18929,0.7,3.5,,,,,,,,,,3.5
CT1577/1B,K2507059,18987,34.3,169.8,,,,,,,,,,169.8
CT1577/1B,K2507059,19003,5.5,27.2,,,,,,,,,,27.2
CT2155/1AT,K2507021,19003,100,800.3,"1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","3,283.7","18,169.1"
CT2155/1AT,K2507022,19003,100,800.3,"1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","3,019.4","17,904.8"
CT2155/1AT,K2507023,19003,100,800.3,"1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","1,760.6","1,760.6",361.5,"15,246.9"
CT22150/1BA,K2507015,12526,64.9,902.5,"1,985.6",401.5,,,,,,,,"3,289.6"
CT22150/1BA,K2507015,18646,35.1,488.1,"1,073.9",217.1,,,,,,,,"1,779.1"
CT2222/1AT,K2508076,11999,13.8,102.7,,,,,,,,,,102.7
CT2222/1AT,K2508076,18426,37.1,276.1,,,,,,,,,,276.1
CT2222/1AT,K2508076,18929,0.6,4.5,,,,,,,,,,4.5
CT2222/1AT,K2508076,18987,41.9,311.8,,,,,,,,,,311.8
CT2222/1AT,K2508076,19003,6.6,49.1,,,,,,,,,,49.1
CT2535/1L,K2508061,18318,29.2,292.0,,,,,,,,,,292.0
CT2535/1L,K2508061,18372,14,140.0,,,,,,,,,,140.0
CT2535/1L,K2508061,18646,15.4,154.0,,,,,,,,,,154.0
CT2535/1L,K2508061,18763,40.7,407.0,,,,,,,,,,407.0
CT2535/1L,K2508061,18929,0.7,7.0,,,,,,,,,,7.0
CT2552/1L,K2507060,12243,2.8,36.4,,,,,,,,,,36.4
CT2552/1L,K2507060,18426,97.2,"1,262.9",,,,,,,,,,"1,262.9"
CT2876/2,K2508065,11999,13.8,138.0,,,,,,,,,,138.0
CT2876/2,K2508065,18086,29.6,296.0,,,,,,,,,,296.0
CT2876/2,K2508065,18753,14.3,143.0,,,,,,,,,,143.0
CT2876/2,K2508065,18763,41.6,416.0,,,,,,,,,,416.0
CT2876/2,K2508065,18929,0.7,7.0,,,,,,,,,,7.0
CT2913/2DL,K2507095,18426,36.5,585.1,144.9,,,,,,,,,730.0
CT2913/2DL,K2507095,18904,16.5,264.5,65.5,,,,,,,,,330.0
CT2913/2DL,K2507095,18929,0.7,11.2,2.8,,,,,,,,,14.0
CT2913/2DL,K2507095,18987,38.8,622.0,154.0,,,,,,,,,776.0
CT2913/2DL,K2507095,19003,7.5,120.2,29.8,,,,,,,,,150.0
CT3085/1DU,K2508090,18233,19.1,,,493.2,270.8,,,,,,,764.0
CT3085/1DU,K2508090,18763,28.1,,,725.6,398.4,,,,,,,"1,124.0"
CT3085/1DU,K2508090,19003,9,,,232.4,127.6,,,,,,,360.0
CT3085/1DU,K2508090,19030,43.8,,,"1,130.9",621.1,,,,,,,"1,752.0"
CT4785/1,K2507098,19003,100,928.9,167.7,,,,,,,,,"1,096.6"
CT4785/1,K2508004,19003,100,928.9,"2,043.5","1,801.0",,,,,,,,"4,773.4"
CV4787A/1,K2508048,18993,100,25.0,,,,,,,,,,25.0
CV4788A/1,K2508043,18372,100,50.0,,,,,,,,,,50.0
CV4789A/1,K2508044,18372,100,50.0,,,,,,,,,,50.0
CV4790A/1,K2508046,18993,100,40.0,,,,,,,,,,40.0
CV4791A/1,K2508047,18993,100,40.0,,,,,,,,,,40.0
CV4792A/1,K2508045,18372,100,50.0,,,,,,,,,,50.0
CV4802A/1,K2508042,18208,66.3,33.2,,,,,,,,,,33.2
CV4802A/1,K2508042,18372,33.7,16.9,,,,,,,,,,16.9
DFF446J/B,K2502005,18884,100,"2,460.0","5,149.8",,,,,,,,,"7,609.8"
DFF446J/B,K2507092,18884,100,,"5,411.9","5,411.9","5,411.9","5,411.9","1,602.3",,,,,"23,250.0"
DFF505J/F,K2507039,19089,100,"1,471.5","3,237.3",391.2,,,,,,,,"5,100.0"
DFF505R/F,K2507079,13545,1.3,3.9,,,,,,,,,,3.9
DFF505R/F,K2507079,19089,98.7,296.1,,,,,,,,,,296.1
FAB310-40/0,K2403009,18659,100,77.2,,,,,,,,,,77.2
JB38/2,K2505016,18703,100,"1,450.8",985.1,,,,,,,,,"2,435.9"
JC24/4,K2504039,19045,100,62.9,,,,,,,,,,62.9
JC24/5,K2506054,19076,100,31.4,,,,,,,,,,31.4
KBDU600K/1,K2507014,19069,50,475.8,533.4,,,,,,,,,"1,009.3"
KBDU600K/1,K2507014,19070,50,475.8,533.4,,,,,,,,,"1,009.3"
